Brand,Make,Year,Mileage,Engine_Size,Transmission,Seats,Body_Type,Colour,Drive_Type,Registration,Previous_Owners,Keys,Emissions,ULEZ_Exempt,Top_speed,Accelaration_0_62,Power,Tax,Insurance,Mpg,Service_record,Price
Volkswagen,Golf,2015,50015,1.4,Manual,5,3 door Hatchback,Blue,Front wheel drive,KX65 NYN,2,2,112g/km (band C),1,132,8.2,148.0,Not available,1,60.1,7,12700
Renault,Clio,2020,15991,1.0,Manual,5,5 door Hatchback,Flame Red,Front wheel drive,NU70 TXY,2,2,117g/km (band G),1,122,11.8,99.0,£165 / year,1,49.6,2,12700
Nissan,Qashqai,2019,34044,1.5,Manual,5,5 door SUV,Grey,Front wheel drive,DF68 YKJ,2,2,100g/km (band E),1,112,12.3,113.0,£165 / year,1,53.3,3,12700
Seat,Arona,2019,35670,1.0,Manual,5,5 door SUV,Silver,Front wheel drive,KY19 OOG,1,2,115g/km (band G),1,107,11.4,94.0,Not available,9,48.7,0,12750
Hyundai,TUCSON,2016,36275,1.7,Manual,5,5 door SUV,Silver,Front wheel drive,YT16 EVX,2,2,119g/km (band C),1,109,13.7,114.0,Not available,1,61.4,2,12750
Ford,Fiesta,2019,16315,1.0,Manual,5,5 door Hatchback,Red,Front wheel drive,HF19 HMY,1,2,110g/km (band F),1,113,10.5,99.0,£165 / year,1,49.6,2,12750
Ford,Focus,2016,22558,1.6,Automatic,5,5 door Hatchback,Black,Front wheel drive,FH66 YBT,2,2,146g/km,1,120,11.7,123.0,£180 / year,1,44.8,2,12750
Renault,Clio,2020,33594,1.0,Manual,5,5 door Hatchback,glacier white,Front wheel drive,LM20 BFE,1,2,121g/km (band G),1,122,16.4,71.0,Not available,3,52.3,0,12750
Vauxhall,Mokka X,2019,21378,1.4,Manual,5,5 door SUV,Orange,Front wheel drive,VK69 RYN,1,2,147g/km (band H),1,122,9.9,138.0,Not available,1,39.2,3,12750
Audi,A1,2017,61962,1.4,Manual,5,5 door Hatchback,Blue,Front wheel drive,RJ67 GBV,3,2,112g/km (band G),1,134,7.9,148.0,Not available,2,58.9,0,12750
Vauxhall,Mokka X,2019,24998,1.4,Manual,5,5 door SUV,White,Front wheel drive,OV69 VVH,1,2,150g/km (band H),1,122,9.9,138.0,£165 / year,1,39.2,3,12750
Audi,A1,2018,31817,1.0,Manual,4,3 door Hatchback,White,Front wheel drive,GU68 FWB,2,2,97g/km (band E),1,116,10.9,94.0,Not available,1,67.3,0,12750
Ford,Focus,2016,38860,2.0,Automatic,5,5 door Hatchback,Blue,Front wheel drive,MV16 DXY,3,2,115g/km (band C),1,129,8.7,148.0,Not available,2,64.2,5,12750
Abarth,595,2019,17408,1.4,Manual,4,3 door Hatchback,Gara White,Front wheel drive,CA19 MXV,3,2,153g/km (band I),1,130,7.8,143.0,Not available,2,39.2,3,12750
Kia,Picanto,2020,20327,1.2,Manual,5,5 door Hatchback,White,Front wheel drive,MK20 ETO,1,2,115g/km (band G),1,107,12.0,83.0,Not available,7,48.7,0,12750
Kia,Sportage,2017,49292,1.7,Manual,5,5 door SUV,Silver,Front wheel drive,VO67 YVB,2,2,119g/km (band G),1,109,11.5,114.0,Not available,1,61.4,0,12750
Volkswagen,Golf,2019,65511,1.6,Manual,5,5 door Hatchback,Grey,Front wheel drive,HG19 FWP,1,2,108g/km (band F),1,123,10.2,113.0,Not available,1,57.7,0,12750
Suzuki,Ignis,2021,899,1.2,Manual,5,5 door Hatchback,White,Front wheel drive,MF71 UOG,1,2,110g/km (band F),1,103,12.7,82.0,£155 / year,2,57.7,0,12750
Volkswagen,Golf,2016,23078,1.4,Manual,5,5 door Hatchback,Silver,Front wheel drive,NG16 XMF,2,2,120g/km (band C),1,126,9.3,123.0,Not available,1,53.3,3,12750
Seat,Arona,2019,11166,1.0,Manual,5,5 door SUV,Red,Front wheel drive,YK19 YVB,1,2,115g/km (band G),1,107,11.4,94.0,Not available,9,48.7,0,12750
Mini,Hatch,2019,41776,1.5,Manual,4,3 door Hatchback,Pepper White,Front wheel drive,RJ19 WJE,1,2,122g/km (band G),1,130,8.0,134.0,Not available,2,47.9,3,12750
Vauxhall,Grandland X,2018,12682,1.2,Manual,5,5 door SUV,Purple,Front wheel drive,CA68 NZC,1,2,120g/km (band G),1,117,11.1,128.0,£165 / year,1,44.1,4,12750
Volkswagen,Polo,2019,15532,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,HD68 KWM,1,2,109g/km (band F),1,102,15.5,64.0,£165 / year,1,48.7,2,12750
Kia,Soul,2016,9576,1.6,Automatic,5,5 door SUV,Blue,Front wheel drive,LM16 AFJ,5,1,135g/km (band E),1,113,12.2,134.0,£165 / year,1,54.3,6,12750
Ford,Focus,2018,37942,1.0,Manual,5,5 door Hatchback,Orange,Front wheel drive,SW67 GVE,3,2,108g/km (band F),1,120,11.0,123.0,Not available,1,60.1,0,12800
Seat,Leon,2016,34133,2.0,Manual,5,5 door Hatchback,Grey,Front wheel drive,YT66 AZJ,2,2,112g/km (band C),1,134,8.4,148.0,£30 / year,2,67.3,4,12800
Ford,EcoSport,2019,15729,1.0,Manual,5,5 door SUV,Black,Front wheel drive,SN19 ELB,1,2,120g/km (band G),1,105,11.9,99.0,Not available,1,44.1,0,12800
Nissan,Qashqai,2015,43274,1.2,Automatic,5,5 door SUV,White,Front wheel drive,FM15 ZYG,3,2,133g/km,1,107,12.9,113.0,Not available,1,50.4,6,12800
Mini,Hatch,2018,21138,1.5,Manual,4,3 door Hatchback,Moonwalk Grey,Front wheel drive,YC18 NRF,2,2,111g/km (band G),1,121,10.1,101.0,Not available,1,57.7,3,12800
Nissan,Juke,2017,26333,1.6,Automatic,5,5 door SUV,Yellow,Front wheel drive,AP67 LJE,2,2,142g/km (band H),1,104,11.5,115.0,£165 / year,1,46.3,5,12800
Vauxhall,Grandland X,2018,27726,1.2,Manual,5,5 door SUV,Red,Front wheel drive,DL18 VEV,1,2,117g/km (band G),1,117,11.1,128.0,Not available,1,55.4,4,12800
Smart,fortwo,2019,30330,0.9,Automatic,2,2 door Convertible,Black,Rear wheel drive,EU19 OBW,2,2,122g/km (band G),1,96,11.7,89.0,Not available,1,67.3,3,12800
Volkswagen,Golf,2017,52754,1.4,Manual,5,5 door Hatchback,Silver,Front wheel drive,NV17 SWN,2,2,120g/km (band G),1,126,9.3,123.0,£165 / year,1,54.3,2,12800
Ford,EcoSport,2019,15961,1.0,Manual,5,5 door SUV,Grey,Front wheel drive,NK69 NCA,2,2,120g/km (band G),1,105,11.9,99.0,Not available,1,44.1,0,12800
Vauxhall,Mokka X,2019,36057,1.4,Automatic,5,5 door SUV,White,Front wheel drive,DV68 BGY,3,1,162g/km (band I),1,119,10.7,138.0,Not available,1,37.2,2,12800
Volkswagen,Golf,2019,74415,1.6,Manual,5,5 door Hatchback,Blue,Front wheel drive,HF69 ZSJ,1,2,108g/km (band F),1,123,10.2,113.0,£165 / year,1,57.7,5,12800
Mini,Hatch,2017,21533,1.5,Manual,5,5 door Hatchback,Deep Blue,Front wheel drive,WD17 EKA,3,2,109g/km (band F),1,129,8.2,134.0,Not available,1,60.1,4,12800
Volkswagen,Golf,2019,72126,1.6,Manual,5,5 door Hatchback,Grey,Front wheel drive,HG19 NNY,1,2,108g/km (band F),1,123,10.2,113.0,Not available,1,57.7,4,12800
Hyundai,TUCSON,2017,69869,1.7,Manual,5,5 door SUV,Blue,Front wheel drive,SD17 MHL,4,1,119g/km (band C),1,109,13.7,114.0,Not available,1,61.4,3,12800
Nissan,Juke,2019,27871,1.6,Manual,5,5 door SUV,Black,Front wheel drive,DV19 KRN,2,2,157g/km (band I),1,111,12.5,110.0,£165 / year,9,34.5,3,12800
Volkswagen,Polo,2018,27957,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,BU18 HGK,2,1,101g/km (band F),1,116,10.8,94.0,£165 / year,8,64.2,3,12800
Volkswagen,Polo,2018,28013,1.0,Manual,5,5 door Hatchback,Red,Front wheel drive,PJ18 OMF,1,2,110g/km (band F),1,102,15.5,64.0,£165 / year,1,58.9,4,12800
Renault,Grand Scenic,2017,62005,1.6,Manual,7,5 door MPV,Arctic White with Diamond Black roof,Front wheel drive,OW17 VLC,1,2,119g/km (band G),1,118,11.4,128.0,£165 / year,1,61.4,6,12800
Vauxhall,Mokka X,2017,9885,1.4,Automatic,5,5 door SUV,Blue,Front wheel drive,HF67 YUB,1,2,149g/km (band H),1,119,10.7,138.0,Not available,1,43.5,5,12800
Vauxhall,Grandland X,2018,19810,1.2,Manual,5,5 door SUV,Blue,Front wheel drive,CX68 WCP,1,2,120g/km (band G),1,117,11.1,128.0,£165 / year,1,44.1,0,12800
Vauxhall,Grandland X,2018,23037,1.2,Manual,5,5 door SUV,Red,Front wheel drive,MJ68 DWU,1,2,120g/km (band G),1,117,11.1,128.0,£165 / year,1,44.1,4,12800
Fiat,500,2021,3733,1.0,Manual,4,3 door Hatchback,Pasodoble Red,Front wheel drive,YE21 LNJ,2,1,119g/km (band G),1,104,13.8,70.0,£165 / year,8,53.3,0,12800
Seat,Ibiza,2019,30804,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,PX19 LYK,1,2,108g/km (band F),1,121,9.3,113.0,£165 / year,1,50.4,2,12800
Ford,Fiesta,2020,10331,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,WP70 MYR,1,1,116g/km (band G),1,110,10.9,94.0,£165 / year,1,55.4,0,12800
Volkswagen,Polo,2019,17987,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,NL69 MVJ,1,2,108g/km (band F),1,102,15.5,64.0,Not available,1,48.7,2,12800
Ford,Kuga,2015,33575,2.0,Automatic,5,5 door SUV,Blue,Four wheel drive,EA65 MLJ,3,2,140g/km (band E),1,124,9.2,178.0,Not available,2,52.3,7,12800
Fiat,500,2021,3067,1.0,Manual,4,3 door Hatchback,Tech House Grey,Front wheel drive,RO71 KLC,1,2,113g/km (band G),1,104,13.8,70.0,£165 / year,9,56.5,0,12800
Vauxhall,Grandland X,2018,14345,1.2,Manual,5,5 door SUV,Red,Front wheel drive,BU68 YKB,2,2,117g/km (band G),1,117,11.1,128.0,Not available,1,55.4,4,12800
Ford,Fiesta,2020,19480,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,WM70 FBY,1,2,116g/km (band G),1,110,10.9,94.0,£165 / year,1,55.4,0,12800
Audi,A1,2017,11906,1.0,Manual,5,5 door Hatchback,Silver,Front wheel drive,BG67 DKF,1,2,97g/km (band E),1,116,11.1,94.0,£165 / year,1,67.3,2,12800
Honda,HR-V,2016,33363,1.5,Manual,5,5 door SUV,Blue,Front wheel drive,YL65 OLM,4,2,134g/km (band E),1,119,10.7,128.0,Not available,1,49.6,0,12800
Vauxhall,Grandland X,2019,34598,1.2,Manual,5,5 door SUV,Grey,Front wheel drive,ND68 BXP,1,2,120g/km (band G),1,117,11.1,128.0,£0 / year,1,44.1,4,12850
Audi,A1,2017,37986,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,MT67 OZB,2,2,97g/km,1,116,11.1,94.0,Not available,1,67.3,2,12850
Volkswagen,Polo,2017,33000,1.2,Automatic,5,5 door Hatchback,Blue,Front wheel drive,CE67 YHP,1,2,109g/km (band F),1,114,10.8,89.0,Not available,1,60.1,5,12850
Vauxhall,Insignia,2018,30635,1.6,Manual,5,5 door Hatchback,Grey,Front wheel drive,DV68 VTX,2,2,116g/km (band G),1,127,10.9,108.0,£165 / year,1,57.7,3,12850
Ford,Fiesta,2019,16012,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,BR19 XUL,2,2,106g/km (band F),1,113,10.5,99.0,£165 / year,1,49.6,2,12850
Ford,Fiesta,2019,18370,1.0,Manual,5,5 door Hatchback,Red,Front wheel drive,YV68 YWK,2,2,113g/km (band G),1,121,10.4,123.0,£165 / year,1,47.1,3,12850
Honda,Jazz,2016,8614,1.3,Automatic,5,5 door Hatchback,Orange,Front wheel drive,VIB5 052,1,2,111g/km (band C),1,113,12.2,101.0,Not available,1,58.9,4,12850
Ford,EcoSport,2018,20148,1.0,Manual,5,5 door SUV,Blue,Front wheel drive,GM67 EOS,2,2,119g/km,1,111,12.7,123.0,£165 / year,1,54.3,0,12850
Nissan,Qashqai,2017,43721,1.5,Manual,5,5 door SUV,White,Front wheel drive,YG17 CKY,2,2,103g/km (band B),1,113,11.9,108.0,£20 / year,1,74.3,3,12850
Ford,Focus,2016,6584,1.0,Automatic,5,5 door Hatchback,Grey,Front wheel drive,LC16 KFW,2,2,125g/km (band D),1,119,11.0,123.0,Not available,1,51.4,5,12850
Fiat,500,2021,3313,1.0,Manual,4,3 door Hatchback,Epic Blue,Front wheel drive,EU21 OGD,1,2,115g/km (band G),1,104,13.8,70.0,£165 / year,9,56.5,0,12850
Nissan,Qashqai,2019,41449,1.5,Manual,5,5 door SUV,Blue,Front wheel drive,NA19 WTR,1,2,100g/km (band E),1,112,12.3,113.0,£165 / year,1,53.3,4,12850
Hyundai,i20,2018,13237,1.0,Automatic,5,5 door Hatchback,Black,Front wheel drive,PX68 XUW,2,1,114g/km (band G),1,113,11.4,99.0,Not available,1,49.6,0,12850
Audi,A1,2016,33928,1.4,Manual,5,5 door Hatchback,Black,Front wheel drive,MT66 FWS,3,2,119g/km (band C),1,127,8.9,123.0,£30 / year,2,55.4,5,12850
Ford,Fiesta,2020,12021,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,WR70 GNP,1,2,116g/km (band G),1,110,10.9,94.0,£165 / year,1,55.4,0,12850
Ford,Fiesta,2020,11651,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,WR70 GNZ,1,2,116g/km (band G),1,110,10.9,94.0,£165 / year,1,55.4,0,12850
Ford,EcoSport,2018,13310,1.0,Manual,5,5 door SUV,Black,Front wheel drive,LY18 MLL,1,2,119g/km (band G),1,111,11.0,123.0,£165 / year,1,54.3,4,12850
Volkswagen,Golf,2019,60789,1.6,Manual,5,5 door Hatchback,Grey,Front wheel drive,HG19 YEV,1,1,108g/km (band F),1,123,10.2,113.0,Not available,1,57.7,3,12850
Volkswagen,Polo,2016,41775,1.8,Manual,5,5 door Hatchback,White,Front wheel drive,MA16 CFU,3,2,139g/km (band E),1,147,6.7,189.0,£165 / year,2,47.1,6,12850
Toyota,AYGO,2021,1803,1.0,Automatic,4,5 door Hatchback,Grey,Front wheel drive,LO70 LWY,2,2,118g/km (band G),1,99,15.5,70.0,£165 / year,6,56.5,2,12850
Vauxhall,Grandland X,2018,15897,1.2,Manual,5,5 door SUV,Grey,Front wheel drive,SK68 UMG,1,2,120g/km (band G),1,117,11.1,128.0,Not available,1,44.1,4,12850
Mercedes-Benz,A Class,2017,51855,1.5,Manual,5,5 door Hatchback,Silver,Front wheel drive,PK17 MVA,2,2,89g/km (band A),1,118,11.3,108.0,£0 / year,1,80.7,2,12850
Vauxhall,Astra,2018,10512,1.6,Manual,5,5 door Hatchback,Grey,Front wheel drive,VN68 YSB,2,2,147g/km (band H),1,146,6.6,197.0,£165 / year,2,41.5,3,12850
Volkswagen,Polo,2019,22186,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,FN19 WXP,1,2,104g/km (band F),1,116,10.8,94.0,Not available,8,52.3,2,12850
Ford,Kuga,2018,36587,1.5,Manual,5,5 door SUV,Black,Front wheel drive,EG18 ZWT,2,2,115g/km (band G),1,108,12.7,118.0,£165 / year,1,64.2,4,12850
Abarth,595,2020,14968,1.4,Manual,4,3 door Hatchback,Gara White,Front wheel drive,GY70 ESG,2,2,165g/km (band I),1,130,7.8,143.0,Not available,2,39.2,3,12850
Ford,Fiesta,2020,25032,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,GD69 VLL,2,2,106g/km (band F),1,113,10.5,94.0,£165 / year,1,49.6,0,12850
Mini,Hatch,2016,27102,1.5,Manual,5,5 door Hatchback,White Silver,Front wheel drive,VO16 OLH,3,2,111g/km (band C),1,129,7.9,134.0,Not available,1,60.1,4,12900
Vauxhall,Mokka X,2018,27589,1.4,Automatic,5,5 door SUV,Grey,Front wheel drive,WO18 XWE,1,2,162g/km,1,119,10.7,138.0,£165 / year,1,37.2,3,12900
Peugeot,308,2016,62323,1.6,Manual,5,5 door Hatchback,Grey,Front wheel drive,LM16 OAP,3,2,139g/km,1,155,6.0,268.0,£165 / year,3,47.1,8,12900
Ford,Focus,2020,76767,1.5,Manual,5,5 door Hatchback,Blue,Front wheel drive,GJ20 KGA,1,2,92g/km (band E),1,122,10.5,118.0,£165 / year,1,62.8,4,12900
Dacia,Duster,2017,7680,1.2,Manual,5,5 door SUV,Slate Grey,Four wheel drive,FM17 KMA,2,1,145g/km (band H),1,110,11.0,123.0,£165 / year,1,44.1,0,12900
Ford,Kuga,2017,41333,1.5,Manual,5,5 door SUV,Silver,Front wheel drive,AV17 ZBJ,2,2,115g/km (band G),1,108,12.7,118.0,£165 / year,1,64.2,0,12900
Kia,Stonic,2018,31404,1.0,Manual,5,5 door SUV,Grey,Front wheel drive,DE68 SHV,1,2,115g/km,1,115,10.5,118.0,£165 / year,1,56.5,2,12900
Seat,Leon,2018,45518,1.5,Manual,5,5 door Hatchback,Black,Front wheel drive,WK68 NWH,2,2,116g/km (band G),1,126,9.4,128.0,Not available,1,46.3,3,12900
Fiat,500X,2019,28082,1.0,Manual,5,5 door SUV,Venezia Blue,Front wheel drive,YK19 EWG,2,2,131g/km (band H),1,117,10.9,120.0,Not available,1,41.5,3,12900
Ford,Fiesta,2017,16632,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,BL67 YUU,2,2,98g/km (band E),1,121,9.9,123.0,Not available,1,65.7,5,12900
Kia,Sportage,2016,37763,1.7,Manual,5,5 door SUV,White,Front wheel drive,HJ66 KXC,1,2,119g/km,1,109,11.5,114.0,Not available,1,61.4,6,12900
Ford,Kuga,2016,24851,2.0,Manual,5,5 door SUV,Black,Four wheel drive,MA66 OBW,1,2,135g/km (band E),1,119,9.9,148.0,Not available,2,54.3,6,12900
Renault,Captur,2019,24376,1.5,Automatic,5,5 door SUV,Desert Orange with Diamond Black roof,Front wheel drive,HS68 UJZ,2,1,112g/km (band G),1,107,13.8,89.0,Not available,1,53.2,2,12900
Ford,C-Max,2017,7632,2.0,Automatic,5,5 door MPV,Grey,Front wheel drive,DT66 MDY,1,2,124g/km (band D),1,126,10.3,148.0,£135 / year,2,58.9,6,12900
Fiat,500X,2019,24880,1.0,Manual,5,5 door SUV,Blue Jeans,Front wheel drive,GV68 VZZ,1,2,133g/km (band H),1,117,10.9,120.0,£165 / year,1,41.5,4,12900
Ford,Fiesta,2020,19387,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,VN20 ECF,1,2,116g/km (band G),1,110,10.9,94.0,£165 / year,1,55.4,0,12900
Volkswagen,Polo,2018,27827,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,NJ68 WBL,1,2,104g/km (band F),1,116,10.8,94.0,Not available,8,52.3,4,12900
Volkswagen,Polo,2019,22181,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,GF19 PVT,2,2,108g/km (band F),1,102,15.5,64.0,Not available,1,48.7,0,12900
Kia,Sportage,2019,51408,1.6,Manual,5,5 door SUV,White,Front wheel drive,FM19 WPX,1,2,158g/km (band I),1,113,11.5,130.0,Not available,1,35.3,4,12900
Mini,Hatch,2018,34525,1.5,Manual,4,3 door Hatchback,Electric Blue,Front wheel drive,LA68 GKU,1,2,122g/km (band G),1,130,7.9,134.0,£165 / year,2,47.9,3,12900
Vauxhall,Grandland X,2019,28872,1.2,Manual,5,5 door SUV,Grey,Front wheel drive,DP19 ZRU,1,2,120g/km (band G),1,117,10.9,128.0,Not available,1,44.1,3,12900
Vauxhall,Insignia,2017,43898,2.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,SH67 OBB,2,2,136g/km (band H),1,140,8.2,168.0,Not available,2,54.3,4,12900
Volkswagen,Golf,2017,39571,1.4,Manual,5,5 door Hatchback,Silver,Front wheel drive,GJ17 WTF,3,2,120g/km (band C),1,126,9.3,123.0,£30 / year,1,55.4,5,12900
Volkswagen,Polo,2018,19976,1.0,Manual,5,5 door Hatchback,Red,Front wheel drive,SL18 VAM,2,2,101g/km (band F),1,116,10.8,94.0,Not available,8,64.2,3,12900
Ford,Kuga,2016,48390,2.0,Manual,5,5 door SUV,White,Four wheel drive,KP66 GWA,2,2,135g/km (band E),1,126,9.2,178.0,Not available,2,54.3,2,12900
Volkswagen,Polo,2019,12364,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,SO19 UTK,3,2,108g/km (band F),1,102,15.5,64.0,Not available,1,48.7,0,12900
Volkswagen,Golf,2019,57106,1.6,Manual,5,5 door Hatchback,Blue,Front wheel drive,HG19 JHH,1,2,108g/km (band F),1,123,10.2,113.0,Not available,1,57.7,3,12900
Ford,EcoSport,2018,25005,1.0,Manual,5,5 door SUV,Red,Front wheel drive,YS18 RJO,2,2,119g/km (band G),1,116,12.7,138.0,Not available,1,54.3,4,12900
Fiat,124 Spider,2016,22751,1.4,Manual,2,2 door Convertible,Passione Red,Rear wheel drive,BJ66 WYV,2,1,148g/km (band F),1,134,7.5,138.0,£180 / year,2,44.1,4,12900
Fiat,500C,2019,28171,1.2,Manual,4,2 door Convertible,Bossa Nova White,Front wheel drive,BX69 WNT,2,2,108g/km (band F),1,101,12.9,69.0,Not available,1,49.6,4,12900
Ford,Focus,2018,21186,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,EK18 PKE,3,2,112g/km (band G),1,127,10.4,138.0,£165 / year,1,57.7,4,12900
Mercedes-Benz,A Class,2016,56312,1.5,Manual,5,5 door Hatchback,Black,Front wheel drive,MJ16 XHM,3,1,102g/km (band B),1,118,11.3,108.0,Not available,1,72.4,2,12900
Fiat,500,2022,866,1.0,Manual,4,3 door Hatchback,Tech House Grey,Front wheel drive,YE22 KHH,2,2,106g/km (band F),1,104,13.8,70.0,£165 / year,9,56.5,0,12900
Mini,Clubman,2016,49116,1.5,Manual,5,5 door Estate,Moonwalk Grey,Front wheel drive,GV16 WDF,2,2,123g/km (band D),1,127,9.1,134.0,£135 / year,1,55.4,3,12950
Kia,Carens,2015,34026,1.7,Manual,7,5 door MPV,Black,Front wheel drive,LG65 MUB,2,2,132g/km (band E),0,119,10.4,134.0,Not available,1,56.5,7,12950
Ford,Focus,2019,51749,1.5,Manual,5,5 door Hatchback,Blue,Front wheel drive,BW19 UME,1,1,93g/km (band E),1,122,10.5,118.0,Not available,1,62.8,0,12950
Fiat,500,2017,7138,1.2,Automatic,4,3 door Hatchback,Tech House Grey,Front wheel drive,LB17 DFC,2,2,105g/km (band F),1,99,12.9,69.0,Not available,8,62.8,3,12950
Audi,A1,2017,15447,1.0,Manual,4,3 door Hatchback,Black,Front wheel drive,PL17 VFY,1,2,97g/km (band E),1,116,10.9,94.0,Not available,1,67.3,2,12950
Nissan,Juke,2019,11192,1.6,Automatic,5,5 door SUV,Grey,Front wheel drive,MM19 YDU,3,2,149g/km (band H),1,106,12.5,115.0,£165 / year,9,35.8,3,12950
Kia,Ceed,2019,34373,1.6,Manual,5,5 door Hatchback,White,Front wheel drive,DG69 GYO,1,2,100g/km (band E),1,119,,114.0,Not available,1,60.1,3,12950
DS,DS 5,2016,39312,2.0,Manual,5,5 door Hatchback,White,Front wheel drive,PX66 UFA,1,2,113g/km (band C),1,127,10.6,148.0,Not available,3,68.9,5,12950
Audi,A1,2018,32051,1.0,Manual,4,3 door Hatchback,White,Front wheel drive,EX68 FTJ,1,2,97g/km (band E),1,116,10.9,94.0,Not available,1,67.3,2,12950
Vauxhall,Corsa,2019,21317,1.4,Automatic,5,5 door Hatchback,White,Front wheel drive,LT19 YVB,1,2,143g/km (band H),1,106,13.9,89.0,£0 / year,7,39.8,3,12950
Vauxhall,Grandland X,2018,19822,1.2,Manual,5,5 door SUV,Blue,Front wheel drive,SG68 UAJ,1,2,120g/km (band G),1,117,11.1,128.0,£165 / year,1,44.1,4,12950
Citroen,C4 Picasso,2017,23335,1.6,Automatic,5,5 door MPV,Red,Front wheel drive,CA66 AYC,2,2,100g/km (band A),1,117,11.2,118.0,Not available,2,74.3,0,12950
Ford,Fiesta,2020,16577,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,WV70 XAM,1,2,116g/km (band G),1,110,10.9,94.0,£165 / year,1,55.4,0,12950
Audi,A1,2018,21380,1.0,Manual,4,3 door Hatchback,Grey,Front wheel drive,VF18 CYL,2,2,97g/km (band E),1,116,10.9,94.0,£165 / year,1,67.3,2,12950
Volkswagen,Polo,2019,16712,1.0,Manual,5,5 door Hatchback,Grey,Front wheel drive,NG19 XEF,1,2,108g/km (band F),1,102,15.5,64.0,£165 / year,1,48.7,3,12950
Nissan,Qashqai,2019,43232,1.5,Manual,5,5 door SUV,Red,Front wheel drive,WJ19 KXU,1,1,100g/km (band E),1,112,12.3,113.0,Not available,1,53.3,3,12950
Kia,Sportage,2017,38261,1.6,Manual,5,5 door SUV,White,Front wheel drive,SO17 EXX,2,2,147g/km (band H),1,113,11.5,130.0,£165 / year,1,44.8,5,12950
Volkswagen,Golf,2018,49031,1.6,Manual,5,5 door Hatchback,Black,Front wheel drive,VA18 RWN,1,2,106g/km (band F),1,126,10.2,113.0,Not available,1,61.4,3,12950
Seat,Arona,2019,13023,1.0,Manual,5,5 door SUV,White,Front wheel drive,NY19 SBO,1,2,115g/km (band G),1,107,11.4,94.0,Not available,9,48.7,2,12950
Seat,Ibiza,2018,40621,1.5,Manual,5,5 door Hatchback,Orange,Front wheel drive,WF18 ZPT,1,2,112g/km (band G),1,134,7.9,148.0,Not available,1,57.7,4,12950
Volkswagen,Golf,2019,56202,1.6,Manual,5,5 door Hatchback,Silver,Front wheel drive,HD19 KRE,1,2,108g/km (band F),1,123,10.2,113.0,£165 / year,1,57.7,2,12950
Ford,Fiesta,2020,5815,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,WV70 XAU,1,2,116g/km (band G),1,110,10.9,94.0,£165 / year,1,55.4,0,12950
Ford,EcoSport,2018,34149,1.0,Automatic,5,5 door SUV,Red,Front wheel drive,AV18 XBD,3,1,134g/km (band H),1,111,12.7,123.0,£165 / year,1,48.7,4,12950
Volkswagen,Golf,2019,53047,1.6,Manual,5,5 door Hatchback,Silver,Front wheel drive,HD19 KFK,1,2,108g/km (band F),1,123,10.2,113.0,Not available,1,57.7,0,12950
Vauxhall,Grandland X,2018,11694,1.2,Manual,5,5 door SUV,Blue,Front wheel drive,WU68 JZC,1,2,120g/km (band G),1,117,11.1,128.0,£165 / year,1,44.1,4,12950
Volkswagen,Polo,2019,16740,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,GF19 XBM,2,2,110g/km (band F),1,106,15.4,79.0,£165 / year,1,48.7,3,12950
Ford,EcoSport,2018,24654,1.5,Manual,5,5 door SUV,Blue,Front wheel drive,VX68 VYP,3,2,107g/km (band F),1,99,13.6,99.0,£165 / year,1,68.9,3,12950
Ford,EcoSport,2019,62049,1.0,Automatic,5,5 door SUV,Red,Front wheel drive,MM68 YDF,1,2,140g/km (band H),1,111,11.0,123.0,Not available,1,38.7,3,13000
Mini,Hatch,2016,19150,1.5,Manual,4,3 door Hatchback,White Silver,Front wheel drive,LR66 JWD,2,2,107g/km (band B),1,130,7.9,134.0,£20 / year,1,62.8,4,13000
Mini,Hatch,2018,35296,1.5,Manual,4,3 door Hatchback,Lapisluxury Blue,Front wheel drive,MW18 TXH,1,2,107g/km (band F),1,130,7.9,134.0,£165 / year,1,61.4,3,13000
Kia,Stonic,2018,31197,1.0,Manual,5,5 door SUV,White,Front wheel drive,YY18 YFE,1,2,115g/km,1,115,10.5,118.0,Not available,1,56.5,4,13000
