Brand,Make,Year,Mileage,Engine_Size,Transmission,Seats,Body_Type,Colour,Drive_Type,Registration,Previous_Owners,Keys,Emissions,ULEZ_Exempt,Top_speed,Accelaration_0_62,Power,Tax,Insurance,Mpg,Service_record,Price
Kia,Stonic,2021,7054,1.0,Automatic,5,5 door SUV,Red,Front wheel drive,LL21 MSO,1,2,129g/km (band G),1,115,9.9,118.0,£155 / year,1,49.6,0,20700
Vauxhall,Crossland,2022,2200,1.2,Manual,5,5 door SUV,White,Front wheel drive,ML22 FKH,1,2,133g/km,1,116,,108.0,Not available,1,47.9,0,20750
Volkswagen,Tiguan,2019,34277,2.0,Automatic,5,5 door SUV,Black,Front wheel drive,VA68 GCZ,1,2,131g/km (band H),1,125,9.3,148.0,£165 / year,1,46.3,3,20750
Ford,Kuga,2019,23175,1.5,Automatic,5,5 door SUV,Black,Four wheel drive,AW19 JHX,1,2,205g/km (band K),1,122,11.0,174.0,£165 / year,2,29.1,2,20750
Toyota,RAV4,2017,40512,2.5,Automatic,5,5 door SUV,Blue,Front wheel drive,FY67 OKX,2,2,115g/km (band G),1,112,8.4,194.0,Not available,2,57.7,5,20750
Kia,ProCeed,2019,17772,1.6,Automatic,5,5 door Estate,White,Front wheel drive,PL68 EOG,2,2,142g/km,1,140,,201.0,£165 / year,2,39.2,3,20750
Volkswagen,T-Cross,2020,4772,1.0,Automatic,5,5 door SUV,Grey,Front wheel drive,ML20 AYN,2,2,114g/km (band G),1,120,,113.0,£165 / year,1,45.6,2,20750
DS,DS 7 CROSSBACK,2018,23372,1.5,Manual,5,5 door SUV,Grey,Front wheel drive,AY68 OEK,1,2,107g/km (band F),1,121,11.7,128.0,Not available,2,68.9,4,20750
Audi,A3,2018,22377,1.5,Automatic,5,5 door Hatchback,Black,Front wheel drive,LV18 PGU,3,2,114g/km (band G),1,137,8.2,148.0,£165 / year,2,56.5,2,20750
Volkswagen,T-Roc,2019,32584,1.6,Manual,5,5 door SUV,Grey,Front wheel drive,NY19 WDK,2,2,115g/km (band G),1,116,10.9,113.0,Not available,1,50.4,4,20750
Toyota,C-HR,2019,11233,1.2,Automatic,5,5 door SUV,Grey,Four wheel drive,WD19 VNY,1,2,152g/km (band I),1,111,11.4,114.0,£165 / year,1,34.5,0,20750
Volkswagen,Golf,2018,35567,2.0,Automatic,5,5 door Hatchback,White,Front wheel drive,FM18 RXC,2,2,124g/km (band G),1,143,7.5,181.0,£165 / year,2,57.7,3,20750
Mercedes-Benz,B Class,2019,13839,1.3,Automatic,5,5 door MPV,Blue,Front wheel drive,OU19 TXM,1,2,125g/km (band G),1,132,9.0,134.0,£165 / year,1,44.8,2,20750
Mercedes-Benz,A Class,2018,40038,1.3,Automatic,5,5 door Hatchback,Grey,Front wheel drive,LS68 PJJ,3,2,123g/km (band G),1,140,8.0,161.0,£165 / year,2,53.3,3,20750
Audi,A3,2020,22734,1.0,Manual,5,5 door Hatchback,White,Front wheel drive,MA20 UCR,1,2,135g/km (band H),1,128,9.9,114.0,Not available,2,47.1,0,20750
Mercedes-Benz,GLA Class,2019,20961,1.6,Manual,5,5 door SUV,Red,Front wheel drive,DK19 SDV,1,2,158g/km (band I),1,124,9.0,120.0,Not available,2,40.9,2,20750
BMW,2 Series,2019,12251,1.5,Automatic,4,2 door Convertible,Mineral Grey,Rear wheel drive,GX69 LRZ,2,2,143g/km (band H),1,127,9.4,134.0,Not available,2,50.4,0,20750
Mercedes-Benz,GLA Class,2019,13498,1.6,Manual,5,5 door SUV,Red,Front wheel drive,KF19 HLU,1,2,158g/km (band I),1,124,9.0,120.0,£165 / year,2,40.9,3,20750
BMW,5 Series,2018,44980,2.0,Automatic,5,4 door Saloon,Imperial Blue Xirallic,Four wheel drive,SL68 EUB,2,2,124g/km (band G),1,145,7.3,187.0,£520 / year,3,62.8,4,20750
BMW,2 Series,2018,22368,1.5,Automatic,4,2 door Convertible,Melbourne Red metallic,Rear wheel drive,PF68 LSZ,1,2,143g/km,1,127,9.4,134.0,Not available,2,50.4,2,20800
Ford,Kuga,2019,15661,1.5,Automatic,5,5 door SUV,Brown,Four wheel drive,FH19 UUO,1,2,208g/km (band K),1,122,11.0,174.0,Not available,2,28.8,3,20800
Ford,Kuga,2019,17059,1.5,Automatic,5,5 door SUV,Silver,Four wheel drive,RL19 HUA,1,2,205g/km (band K),1,122,11.0,174.0,£0 / year,2,29.1,4,20800
Land Rover,Rover Discovery Sport,2018,25884,2.0,Manual,5,5 door SUV,Black,Front wheel drive,VE67 WUM,2,2,123g/km (band G),1,112,10.6,148.0,Not available,2,60.1,0,20800
Nissan,Qashqai,2019,8894,1.3,Automatic,5,5 door SUV,White,Front wheel drive,PJ19 CEX,1,2,131g/km (band H),1,123,9.9,158.0,Not available,1,39.8,3,20800
Mercedes-Benz,A Class,2019,20203,1.3,Manual,5,5 door Hatchback,Grey,Front wheel drive,LP19 OPG,1,2,129g/km (band G),1,134,9.2,134.0,Not available,2,45.6,0,20800
Kia,ProCeed,2019,20958,1.4,Automatic,5,5 door Estate,Blue,Front wheel drive,YX19 YKB,2,2,135g/km (band H),1,127,,138.0,£165 / year,1,42.8,3,20800
Audi,A3 Cabriolet,2018,39711,1.5,Automatic,4,2 door Convertible,Grey,Front wheel drive,GY18 LKJ,1,1,118g/km (band G),1,138,8.9,148.0,Not available,2,54.3,4,20800
Audi,A5,2018,28034,2.0,Automatic,4,2 door Coupe,Black,Front wheel drive,WV68 UAY,3,2,124g/km (band G),1,149,7.3,187.0,Not available,2,51.4,4,20800
Mercedes-Benz,C Class,2019,33489,1.5,Automatic,5,4 door Saloon,Silver,Rear wheel drive,KN69 UCV,2,2,140g/km (band H),1,149,7.7,195.0,Not available,3,46.3,3,20800
Peugeot,3008,2019,9563,1.2,Manual,5,5 door SUV,Grey,Front wheel drive,GM19 OBU,1,2,118g/km (band G),1,117,10.8,129.0,Not available,1,44.1,0,20800
Audi,A1,2019,24205,1.0,Automatic,5,5 door Hatchback,Red,Front wheel drive,RN19 WZO,1,2,110g/km (band F),1,126,9.4,114.0,£165 / year,2,46.3,0,20800
Skoda,Superb,2018,29864,2.0,Automatic,5,5 door Estate,Silver,Front wheel drive,OE67 ZVX,2,2,148g/km (band H),1,151,7.1,217.0,£165 / year,2,43.5,2,20800
Volkswagen,Sharan,2016,28338,2.0,Automatic,7,5 door MPV,Black,Front wheel drive,WK16 AKO,2,2,137g/km (band E),1,123,10.3,148.0,Not available,1,54.3,7,20800
Volkswagen,Golf,2018,32551,2.0,Automatic,5,5 door Hatchback,Silver,Front wheel drive,MA18 RZV,2,2,124g/km (band G),1,143,7.5,181.0,Not available,2,57.7,0,20800
Audi,Q2,2019,21198,1.6,Automatic,5,5 door SUV,White,Front wheel drive,CJ19 FUP,2,2,122g/km (band G),1,122,10.5,114.0,£165 / year,1,46.3,3,20800
BMW,6 Series Gran Coupe,2016,52282,3.0,Automatic,5,4 door Saloon,Carbon Black,Rear wheel drive,HV66 OGU,2,2,152g/km (band G),1,155,5.4,309.0,£220 / year,5,49.6,4,20800
Renault,Zoe,2020,14306,,Automatic,5,5 door Hatchback,diamond black,Front wheel drive,HV70 ZRL,1,2,Band A,1,87,9.5,134.0,£0 / year,1,,0,20800
Mercedes-Benz,C Class,2019,25203,1.5,Automatic,5,4 door Saloon,Grey,Rear wheel drive,KJ68 KWZ,2,2,140g/km (band H),1,149,7.7,195.0,£165 / year,3,46.3,3,20800
BMW,X1,2019,41461,2.0,Automatic,5,5 door SUV,Mediterranean Blue,Front wheel drive,PG19 ACX,1,2,136g/km (band H),1,140,7.6,189.0,£165 / year,3,37.7,6,20800
Audi,A3,2020,14402,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,LS70 XBV,1,2,124g/km (band G),1,127,10.6,108.0,£165 / year,1,51.4,0,20800
Audi,A5,2018,31811,2.0,Automatic,5,5 door Hatchback,Silver,Front wheel drive,VU18 WVN,2,2,128g/km (band G),1,149,7.5,187.0,Not available,3,50.4,3,20800
Jaguar,XF,2019,19689,2.0,Automatic,5,4 door Saloon,Grey,Four wheel drive,BW68 KBZ,1,2,148g/km (band H),1,136,8.5,178.0,Not available,2,44.4,0,20800
Kia,XCeed,2021,12037,1.5,Manual,5,5 door SUV,Grey,Front wheel drive,BV71 KSK,1,2,142g/km,1,129,8.6,158.0,£165 / year,1,44.8,0,20850
Mitsubishi,Outlander,2018,30908,2.3,Automatic,7,5 door SUV,White,Four wheel drive,DB12 BJB,1,2,154g/km,1,118,11.6,145.0,Not available,2,48.7,4,20850
Audi,Q2,2019,35112,1.5,Automatic,5,5 door SUV,Red,Front wheel drive,RA68 VLP,1,2,121g/km (band G),1,131,8.5,148.0,Not available,1,42.2,3,20850
Kia,Sportage,2020,32499,1.6,Manual,5,5 door SUV,Grey,Front wheel drive,DL69 UCP,1,2,168g/km,1,127,8.8,174.0,Not available,1,34.5,3,20850
Ford,Kuga,2019,14895,1.5,Automatic,5,5 door SUV,White,Four wheel drive,YB19 TRF,1,2,208g/km,1,122,11.0,174.0,£0 / year,2,28.8,4,20850
Mercedes-Benz,A Class,2019,23750,1.3,Manual,5,5 door Hatchback,Grey,Front wheel drive,BG69 SXW,1,2,126g/km,1,134,8.8,134.0,£165 / year,2,45.6,3,20850
Mercedes-Benz,GLA Class,2018,35229,2.1,Automatic,5,5 door SUV,Grey,Front wheel drive,GX18 LGU,2,2,115g/km (band G),1,127,9.1,134.0,Not available,2,64.2,3,20850
Abarth,595,2021,6650,1.4,Manual,4,3 door Hatchback,Asphalt Grey,Front wheel drive,EU21 KLC,1,2,156g/km (band I),1,140,6.7,180.0,Not available,3,40.9,0,20850
Ford,Puma,2021,21233,1.0,Manual,5,5 door SUV,Grey,Front wheel drive,AX21 NCJ,1,2,122g/km (band G),1,119,9.8,123.0,Not available,1,50.4,0,20850
Volvo,V60,2019,40336,2.0,Manual,5,5 door Estate,Black,Front wheel drive,LO19 ZCN,2,2,117g/km (band G),1,127,9.9,148.0,Not available,2,48.7,2,20850
Kia,Niro,2019,46192,1.6,Automatic,5,5 door SUV,Blue,Front wheel drive,BV19 ZPF,1,2,100g/km (band E),1,101,11.5,139.0,£155 / year,1,58.9,3,20850
BMW,3 Series,2018,32316,2.0,Automatic,5,5 door Estate,Mineral Grey,Rear wheel drive,KT18 NTG,1,2,138g/km (band H),1,142,7.2,181.0,£165 / year,2,47.9,2,20850
Audi,Q3,2018,36833,1.4,Automatic,5,5 door SUV,Black,Front wheel drive,EA18 BCK,1,2,138g/km (band H),1,126,8.9,148.0,Not available,2,47.9,3,20850
Skoda,Kamiq,2020,13855,1.5,Automatic,5,5 door SUV,Black,Front wheel drive,AF70 PUH,1,2,146g/km (band H),1,131,8.3,148.0,£165 / year,1,43.5,0,20850
Volkswagen,Tiguan,2019,24015,2.0,Manual,5,5 door SUV,Blue,Four wheel drive,FG19 WXS,1,2,147g/km (band H),1,125,9.3,148.0,Not available,1,47.9,0,20850
Honda,CR-V,2018,15257,2.0,Automatic,5,5 door SUV,White,Four wheel drive,MF18 YMO,2,2,179g/km (band J),1,113,12.3,153.0,£165 / year,2,36.7,4,20850
Ford,Edge,2017,38517,2.0,Automatic,5,5 door SUV,Brown,Four wheel drive,GV67 AOK,2,1,152g/km (band I),1,131,9.4,207.0,Not available,3,47.9,2,20850
Mercedes-Benz,A Class,2019,28538,1.3,Manual,5,5 door Hatchback,Black,Front wheel drive,MV19 HVP,1,2,136g/km (band H),1,140,8.0,161.0,Not available,2,44.1,3,20850
Ford,Focus,2021,7869,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,AF21 OGJ,1,1,123g/km (band G),1,124,10.0,123.0,Not available,1,53.3,0,20850
Mini,Convertible,2019,13234,2.0,Automatic,4,2 door Convertible,Midnight Black,Front wheel drive,LC19 DKO,1,2,132g/km (band H),1,143,7.1,189.0,Not available,3,40.4,2,20850
BMW,3 Series,2016,54287,3.0,Automatic,5,5 door Estate,Estoril Blue,Four wheel drive,BX66 XVD,4,2,151g/km (band G),1,155,4.9,309.0,£210 / year,4,49.6,5,20850
Honda,Jazz,2021,1358,1.5,Automatic,5,5 door Hatchback,Blue,Front wheel drive,LD71 JHU,1,2,82g/km,1,108,,108.0,Not available,1,62.8,0,20850
Peugeot,3008,2019,21145,1.2,Manual,5,5 door SUV,Red,Front wheel drive,MP19 TLU,1,2,118g/km,1,124,10.8,129.0,£165 / year,1,40.4,2,20900
Land Rover,Rover Range Rover Evoque,2018,37927,2.0,Manual,5,5 door SUV,Black,Front wheel drive,YB18 AON,1,2,113g/km,1,113,11.2,148.0,Not available,3,65.7,4,20900
Volkswagen,Arteon,2018,47236,2.0,Automatic,5,5 door Saloon,Grey,Front wheel drive,T66 TUP,2,2,135g/km,1,148,7.7,187.0,£165 / year,2,47.1,2,20900
BMW,4 Series,2018,26626,2.0,Automatic,4,2 door Coupe,Estoril Blue,Rear wheel drive,LB67 XEY,3,2,134g/km (band H),1,147,8.2,181.0,Not available,3,48.7,2,20900
BMW,X2,2018,51277,2.0,Automatic,5,5 door SUV,Sunset Orange metallic paint,Front wheel drive,PO68 USV,1,2,134g/km,1,141,7.7,189.0,Not available,3,39.8,5,20900
Audi,A3,2019,33917,1.0,Automatic,5,4 door Saloon,Red,Front wheel drive,RN19 XGY,1,2,120g/km (band G),1,131,9.9,114.0,Not available,2,45.6,2,20900
Nissan,Qashqai,2020,6066,1.3,Automatic,5,5 door SUV,Blue,Front wheel drive,BT70 BVP,1,2,145g/km (band H),1,123,9.9,158.0,Not available,1,44.8,0,20900
Ford,Kuga,2019,13568,1.5,Automatic,5,5 door SUV,White,Four wheel drive,MX69 UHJ,1,2,205g/km (band K),1,122,11.0,174.0,Not available,2,29.1,3,20900
Mercedes-Benz,A Class,2019,37316,1.3,Manual,5,5 door Hatchback,Black,Front wheel drive,WO19 EWL,2,2,129g/km (band G),1,134,9.2,134.0,Not available,2,44.8,0,20900
Ford,Fiesta,2020,3386,1.0,Automatic,5,5 door Hatchback,White,Front wheel drive,SH70 VXS,1,2,129g/km (band G),1,124,9.9,123.0,£165 / year,1,49.6,0,20900
Toyota,C-HR,2018,33464,1.8,Automatic,5,5 door SUV,Red,Front wheel drive,FE68 YKC,2,2,86g/km (band D),1,105,11.0,120.0,Not available,1,60.48,4,20900
Volvo,S90,2019,17848,2.0,Automatic,5,4 door Saloon,Silver,Front wheel drive,WL19 NJU,1,2,123g/km (band G),1,140,8.2,187.0,£165 / year,2,43.5,3,20900
Mini,Countryman,2018,46628,2.0,Automatic,5,5 door SUV,Island Blue,Front wheel drive,KE68 MHL,1,2,138g/km (band H),1,140,7.4,189.0,Not available,2,38.2,3,20900
Mercedes-Benz,E Class,2017,52159,1.9,Automatic,5,4 door Saloon,Grey,Rear wheel drive,BL67 FBJ,2,2,112g/km (band G),1,149,7.3,191.0,Not available,3,65.7,3,20900
BMW,X2,2018,44859,2.0,Automatic,5,5 door SUV,Black Sapphire metallic paint,Front wheel drive,AP68 NWS,2,2,134g/km (band H),1,141,7.7,189.0,£165 / year,2,39.8,3,20900
Mini,Hatch,2020,23143,2.0,Automatic,4,3 door Hatchback,Starlight Blue,Front wheel drive,RX20 UPP,1,2,128g/km (band G),1,146,6.7,189.0,£165 / year,2,44.8,0,20900
BMW,X1,2018,24583,2.0,Automatic,5,5 door SUV,Sunset Orange metallic paint,Four wheel drive,FY68 KSF,2,2,126g/km (band G),1,136,7.8,187.0,£165 / year,2,60.1,2,20900
BMW,2 Series,2016,34884,3.0,Automatic,4,2 door Coupe,Melbourne Red metallic,Rear wheel drive,YK66 EOG,2,2,176g/km (band I),1,155,4.5,322.0,Not available,3,37.2,3,20900
Mercedes-Benz,GLA Class,2019,37036,1.6,Automatic,5,5 door SUV,White,Front wheel drive,YG68 SBE,1,1,144g/km (band H),1,124,8.7,120.0,Not available,2,44.8,0,20900
Audi,A1,2021,18920,1.0,Manual,5,5 door Hatchback,Black,Front wheel drive,AX21 EUP,1,2,126g/km (band G),1,126,10.5,108.0,Not available,1,49.6,0,20900
Audi,A1,2019,20876,1.5,Automatic,5,5 door Hatchback,Blue,Front wheel drive,SN19 SGK,2,2,115g/km (band G),1,137,7.7,148.0,£165 / year,2,44.1,2,20900
Audi,Q3,2018,42604,1.4,Manual,5,5 door SUV,White,Front wheel drive,DC18 RVM,1,2,134g/km (band H),1,126,8.9,148.0,Not available,2,45.6,4,20900
Mercedes-Benz,CLA Class,2018,16832,1.6,Manual,5,4 door Saloon,Black,Front wheel drive,YN18 KRE,1,2,128g/km (band G),1,130,9.0,120.0,Not available,2,51.4,0,20900
Kia,Sportage,2021,4606,1.6,Manual,5,5 door SUV,Grey,Front wheel drive,LL21 MRU,1,1,146g/km (band H),1,112,10.8,134.0,£155 / year,1,50.4,2,20900
BMW,i3,2017,45991,0.6,Automatic,4,5 door Hatchback,Ionic Silver met paint with BMW i Blue,Rear wheel drive,YB17 GBX,3,2,12g/km (band B),1,93,7.9,168.0,£333 / year,2,,2,20950
Toyota,C-HR,2019,61339,1.8,Automatic,5,5 door SUV,Grey,Front wheel drive,FL69 FPZ,1,1,86g/km (band D),1,105,11.0,120.0,£155 / year,1,58.85,0,20950
Kia,Sportage,2018,27962,1.6,Automatic,5,5 door SUV,White,Four wheel drive,RK68 VGP,1,2,174g/km,1,125,8.8,174.0,Not available,2,32.5,2,20950
Peugeot,3008,2019,20473,1.2,Manual,5,5 door SUV,White,Front wheel drive,GD19 FCF,1,1,118g/km,1,117,10.8,129.0,Not available,1,44.1,2,20950
Audi,A5,2017,48594,3.0,Automatic,5,5 door Hatchback,White,Four wheel drive,CX67 YZG,2,2,119g/km,1,155,6.4,215.0,Not available,3,61.4,3,20950
Ford,S-Max,2018,36475,2.0,Automatic,7,5 door MPV,Grey,Front wheel drive,NX68 SZW,1,2,129g/km (band G),1,129,10.5,178.0,Not available,2,52.3,3,20950
Mazda,CX-5,2019,22654,2.0,Manual,5,5 door SUV,Blue,Front wheel drive,PO69 JVE,1,1,145g/km (band H),1,125,10.5,163.0,Not available,1,38.2,2,20950
Skoda,Karoq,2020,18270,1.5,Manual,5,5 door SUV,Grey,Front wheel drive,DU70 AOS,1,2,150g/km (band H),1,128,8.9,148.0,£165 / year,1,42.8,2,20950
BMW,X2,2019,27256,1.5,Automatic,5,5 door SUV,Jet Black,Front wheel drive,LD19 PXG,2,2,129g/km (band G),1,127,9.6,138.0,Not available,2,43.5,2,20950
Volkswagen,Tiguan,2019,41840,2.0,Manual,5,5 door SUV,Blue,Four wheel drive,GC19 KFW,1,2,147g/km (band H),1,125,9.3,148.0,£165 / year,1,42.2,2,20950
Ford,Focus,2021,19906,1.0,Manual,5,5 door Hatchback,Blue,Front wheel drive,YO21 MHK,1,2,122g/km (band G),1,131,9.2,153.0,£165 / year,1,53.3,0,20950
Volkswagen,Golf,2017,37551,2.0,Manual,5,5 door Hatchback,Red,Four wheel drive,HJ17 FOF,1,2,170g/km (band H),1,155,5.3,306.0,£265 / year,3,39.8,5,20950
Audi,A1,2019,40350,1.5,Automatic,5,5 door Hatchback,Grey,Front wheel drive,YT69 ATO,1,2,115g/km (band G),1,137,7.7,148.0,Not available,2,44.1,4,20950
Toyota,C-HR,2019,37158,1.8,Automatic,5,5 door SUV,Blue,Front wheel drive,RY68 DND,3,1,86g/km (band D),1,105,11.0,120.0,Not available,1,60.48,2,20950
Volkswagen,Golf,2016,13411,2.0,Automatic,5,5 door Hatchback,Red,Front wheel drive,DC66 FNT,2,2,147g/km (band F),1,154,6.5,217.0,£180 / year,3,44.1,5,20950
Audi,A3,2019,51734,1.5,Automatic,5,4 door Saloon,Grey,Front wheel drive,GD19 YUC,2,2,117g/km (band G),1,139,8.2,148.0,Not available,2,42.2,3,20950
Audi,Q3,2018,35725,2.0,Manual,5,5 door SUV,Grey,Front wheel drive,RJ18 EXB,1,2,124g/km (band G),1,126,9.6,148.0,Not available,2,60.1,2,20950
Hyundai,TUCSON,2019,22784,1.6,Automatic,5,5 door SUV,Red,Front wheel drive,VN69 LLR,1,2,151g/km (band I),1,125,8.9,175.0,£165 / year,1,36.2,2,20950
BMW,1 Series,2016,22753,3.0,Automatic,5,5 door Hatchback,Valencia Orange,Rear wheel drive,ML66 MYJ,3,2,163g/km (band G),1,155,4.8,335.0,£220 / year,3,39.8,4,20950
BMW,2 Series Active Tourer,2018,18244,1.5,Automatic,5,5 door MPV,Glacier Silver,Four wheel drive,VX68 OYF,2,1,57g/km (band C),1,125,6.7,221.0,£155 / year,2,113.0,2,20950
Kia,Niro,2018,24670,1.6,Automatic,5,5 door SUV,White,Front wheel drive,BG68 GVF,2,2,29g/km,1,107,,139.0,£155 / year,1,54.3,4,20950
Mercedes-Benz,A Class,2019,27332,1.3,Manual,5,5 door Hatchback,Grey,Front wheel drive,WV69 WJM,1,2,126g/km (band G),1,140,8.2,161.0,£165 / year,2,44.1,3,20950
BMW,i3,2018,23205,,Automatic,4,4 door Hatchback,Capparis White with BMW i Blue highlight,Rear wheel drive,KV18 XZE,2,1,Band A,1,93,7.2,168.0,£0 / year,2,,0,20950
Land Rover,Rover Range Rover Evoque,2017,36816,2.0,Manual,5,5 door SUV,Grey,Four wheel drive,YT67 GKF,2,2,125g/km (band G),1,124,10.0,178.0,Not available,3,58.9,2,21000
Skoda,Superb,2018,43487,2.0,Automatic,5,5 door Estate,Black,Front wheel drive,AX18 AUF,2,2,148g/km (band H),1,151,7.1,217.0,£165 / year,2,43.5,6,21000
Audi,Q2,2019,7257,1.6,Manual,5,5 door SUV,Grey,Front wheel drive,KK68 XPB,2,2,125g/km (band G),1,122,10.3,114.0,Not available,1,47.1,2,21000
Volkswagen,Tiguan,2017,53170,2.0,Manual,5,5 door SUV,White,Front wheel drive,EO67 EPV,2,2,125g/km (band G),1,127,9.3,148.0,£165 / year,1,58.9,4,21000
Mitsubishi,Outlander,2018,56562,2.4,Automatic,5,5 door SUV,White,Four wheel drive,MM68 JSZ,1,2,40g/km (band B),1,106,10.5,206.0,£510 / year,2,139.0,4,21000
Audi,Q2,2019,25440,1.6,Automatic,5,5 door SUV,Grey,Front wheel drive,AD19 GXR,1,1,122g/km (band G),1,122,10.5,114.0,£165 / year,1,46.3,2,21000
Nissan,Juke,2021,12358,1.0,Automatic,5,5 door SUV,White,Front wheel drive,LT70 OJC,1,2,143g/km (band H),1,112,10.7,112.0,£165 / year,1,44.8,2,21000
Ford,Puma,2021,14230,1.0,Manual,5,5 door SUV,White,Front wheel drive,YF71 JLV,1,2,122g/km,1,119,9.8,123.0,£165 / year,1,51.4,0,21000
Mercedes-Benz,C Class,2018,58394,1.9,Automatic,5,4 door Saloon,Silver,Rear wheel drive,WX68 XYN,1,2,117g/km (band G),1,149,6.9,191.0,Not available,3,64.2,3,21000
Volkswagen,Golf,2018,30685,2.0,Automatic,5,5 door Hatchback,Silver,Front wheel drive,MF18 NNO,2,2,124g/km (band G),1,143,7.5,181.0,£165 / year,2,57.7,2,21000
Audi,TT,2016,17945,2.0,Automatic,2,2 door Convertible,Red,Four wheel drive,AF16 ZCE,1,2,158g/km (band G),1,155,5.6,227.0,Not available,3,40.9,4,21000
Volkswagen,Tiguan,2018,26864,2.0,Automatic,5,5 door SUV,Blue,Four wheel drive,WG68 MBU,2,2,143g/km (band H),1,124,9.3,148.0,£165 / year,1,40.4,3,21000
Volkswagen,T-Roc,2021,20434,1.5,Manual,5,5 door SUV,Blue,Front wheel drive,VE70 XZC,1,1,143g/km (band H),1,127,8.4,148.0,£165 / year,1,44.8,0,21000
Jaguar,E-PACE,2018,30285,2.0,Manual,5,5 door SUV,Red,Front wheel drive,MF68 LNX,1,2,143g/km (band H),1,124,10.7,148.0,£165 / year,2,42.8,2,21000
Nissan,Juke,2020,8812,1.0,Automatic,5,5 door SUV,Grey,Front wheel drive,LS70 PZT,1,2,143g/km (band H),1,112,10.4,112.0,Not available,1,44.8,2,21000
Volkswagen,Tiguan,2018,35876,2.0,Automatic,5,5 door SUV,Silver,Front wheel drive,VO18 XBC,2,2,129g/km (band G),1,125,9.3,148.0,£165 / year,1,57.7,2,21000
BMW,X1,2018,30578,2.0,Automatic,5,5 door SUV,Sunset Orange metallic paint,Four wheel drive,YJ18 ZNV,2,1,141g/km (band H),1,139,7.4,189.0,£165 / year,2,44.8,3,21000
Vauxhall,Corsa,2022,931,1.2,Manual,5,5 door Hatchback,White,Front wheel drive,DN22 KBX,1,2,116g/km (band G),1,121,9.3,99.0,£0 / year,1,55.4,0,21000
Mercedes-Benz,GLA Class,2018,30269,2.1,Automatic,5,5 door SUV,Silver,Four wheel drive,AV68 EHO,2,2,130g/km (band G),1,124,9.1,134.0,£165 / year,2,56.5,4,21000
Volvo,S60,2020,49025,2.0,Automatic,5,4 door Saloon,Blue,Front wheel drive,FG20 DSV,1,2,169g/km (band I),1,145,6.5,247.0,Not available,3,20.0,2,21000
BMW,1 Series,2017,48821,3.0,Automatic,5,5 door Hatchback,Mineral Grey,Rear wheel drive,AK67 SHJ,2,1,163g/km (band I),1,155,4.8,335.0,£165 / year,3,39.8,2,21000
Mini,Countryman,2019,6690,1.5,Automatic,5,5 door SUV,Midnight Black,Front wheel drive,LM19 UVJ,2,1,132g/km (band H),1,124,9.7,134.0,Not available,1,39.8,2,21000
Peugeot,3008,2019,22700,1.2,Manual,5,5 door SUV,Black,Front wheel drive,BF69 OUW,1,2,118g/km,1,117,10.8,129.0,Not available,1,44.1,3,21050
Toyota,Prius+,2016,54661,1.8,Automatic,7,5 door MPV,White,Front wheel drive,YY65 YSG,2,2,96g/km (band A),1,103,11.3,134.0,Not available,1,68.9,0,21050
Mini,Clubman,2019,22272,2.0,Automatic,5,5 door Estate,Thunder Grey,Front wheel drive,SL69 PXZ,1,2,125g/km (band G),1,142,7.2,189.0,Not available,2,42.2,0,21050
Kia,Sportage,2022,10657,1.6,Manual,5,5 door SUV,White,Front wheel drive,FV71 YAX,1,2,166g/km,1,113,11.1,130.0,Not available,1,38.7,0,21050
BMW,4 Series,2016,28895,2.0,Automatic,4,2 door Coupe,Alpine White,Rear wheel drive,WT16 UXZ,3,2,136g/km (band E),1,155,5.9,249.0,£165 / year,3,48.7,3,21050
Audi,Q3,2018,18429,1.4,Automatic,5,5 door SUV,Grey,Front wheel drive,ET18 SDX,2,2,136g/km (band H),1,126,8.9,148.0,Not available,2,47.9,2,21050
Mercedes-Benz,A Class,2019,16560,1.3,Manual,5,5 door Hatchback,Grey,Front wheel drive,KD19 GHJ,1,2,129g/km (band G),1,134,9.2,134.0,Not available,2,45.6,3,21050
BMW,2 Series,2019,18430,1.5,Automatic,4,2 door Convertible,Mineral White,Rear wheel drive,CA19 CXD,1,2,143g/km,1,127,9.4,134.0,£0 / year,2,50.4,3,21050
BMW,4 Series,2017,36010,2.0,Automatic,4,3 door Convertible,Mineral Grey,Rear wheel drive,YE17 NPY,3,2,124g/km (band G),1,142,7.3,187.0,Not available,3,60.1,2,21050
Volkswagen,Touareg,2016,62295,3.0,Automatic,5,5 door SUV,Grey,Four wheel drive,KV66 FDY,4,2,174g/km (band H),1,140,7.3,258.0,£265 / year,4,42.8,4,21050
Renault,Zoe,2021,20575,,Automatic,5,5 door Hatchback,Diamond Black,Front wheel drive,RV71 YNX,1,2,Band A,1,84,11.4,107.0,£0 / year,2,,0,21050
Mercedes-Benz,A Class,2019,36383,1.9,Automatic,5,5 door Hatchback,White,Front wheel drive,LN19 PRZ,1,2,110g/km (band F),1,137,8.1,148.0,Not available,2,56.5,3,21050
Mercedes-Benz,E Class,2017,34316,1.9,Automatic,5,4 door Saloon,Black,Rear wheel drive,BG67 USC,1,2,102g/km (band F),1,139,8.4,148.0,£165 / year,2,72.4,4,21050
